_c0,Timestamp,LogLevel,Service,Message,RequestID,User,ClientIP,TimeTaken,TimeTakenNumeric,LogLevelIndex,features,prediction,distance
70825,2023-11-20T08:57:38.683+03:00,DEBUG,ServiceA,File I/O,4813,User10,192.168.1.128,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
70840,2023-11-20T08:57:38.915+03:00,FATAL,ServiceB,Data Corruption,6137,User81,192.168.1.20,40ms,40.0,4.0,"[40.0,4.0]",1,14.600233301509055
70865,2023-11-20T08:57:39.219+03:00,ERROR,ServiceD,Critical Errors,2573,User30,192.168.1.192,10ms,10.0,3.0,"[10.0,3.0]",1,15.657711575557943
70879,2023-11-20T08:57:39.415+03:00,INFO,ServiceB,Startup Messages,3300,User71,192.168.1.226,10ms,10.0,2.0,"[10.0,2.0]",1,15.60097333751843
70968,2023-11-20T08:57:40.601+03:00,WARNING,ServiceA,Performance Warnings,5419,User99,192.168.1.209,71ms,71.0,0.0,"[71.0,0.0]",2,14.555743473419305
71007,2023-11-20T08:57:41.178+03:00,DEBUG,ServiceB,Algorithm Steps,8298,User46,192.168.1.156,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
71041,2023-11-20T08:57:41.705+03:00,INFO,ServiceC,Status Updates,8840,User60,192.168.1.115,10ms,10.0,2.0,"[10.0,2.0]",1,15.60097333751843
71046,2023-11-20T08:57:41.778+03:00,WARNING,ServiceB,Input Validation Warnings,2535,User41,192.168.1.117,100ms,100.0,0.0,"[100.0,0.0]",0,14.100108246769237
71085,2023-11-20T08:57:42.298+03:00,WARNING,ServiceC,Performance Warnings,4505,User56,192.168.1.137,41ms,41.0,0.0,"[41.0,0.0]",1,15.488066553615317
71105,2023-11-20T08:57:42.573+03:00,DEBUG,ServiceA,Trace Information,6391,User32,192.168.1.75,71ms,71.0,1.0,"[71.0,1.0]",2,14.479474982011219
71119,2023-11-20T08:57:42.742+03:00,FATAL,ServiceC,Crashes,5279,User22,192.168.1.239,43ms,43.0,4.0,"[43.0,4.0]",2,13.743163551878908
71149,2023-11-20T08:57:43.152+03:00,WARNING,ServiceB,Input Validation Warnings,9708,User40,192.168.1.80,100ms,100.0,0.0,"[100.0,0.0]",0,14.100108246769237
71172,2023-11-20T08:57:43.480+03:00,ERROR,ServiceA,Database Errors,7445,User18,192.168.1.10,41ms,41.0,3.0,"[41.0,3.0]",1,15.466120835083961
71210,2023-11-20T08:57:43.995+03:00,INFO,ServiceC,Status Updates,5953,User72,192.168.1.249,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
71226,2023-11-20T08:57:44.223+03:00,DEBUG,ServiceC,Algorithm Steps,5488,User2,192.168.1.120,42ms,42.0,1.0,"[42.0,1.0]",2,14.545944063001961
71258,2023-11-20T08:57:44.705+03:00,INFO,ServiceC,Startup Messages,9616,User36,192.168.1.137,10ms,10.0,2.0,"[10.0,2.0]",1,15.60097333751843
71336,2023-11-20T08:57:45.876+03:00,WARNING,ServiceB,Resource Warnings,1817,User91,192.168.1.128,100ms,100.0,0.0,"[100.0,0.0]",0,14.100108246769237
71352,2023-11-20T08:57:46.078+03:00,DEBUG,ServiceA,File I/O,9810,User90,192.168.1.184,100ms,100.0,1.0,"[100.0,1.0]",0,14.020604395624247
71397,2023-11-20T08:57:46.618+03:00,DEBUG,ServiceA,File I/O,5613,User40,192.168.1.37,100ms,100.0,1.0,"[100.0,1.0]",0,14.020604395624247
71430,2023-11-20T08:57:47.011+03:00,DEBUG,ServiceC,Trace Information,8344,User17,192.168.1.245,71ms,71.0,1.0,"[71.0,1.0]",2,14.479474982011219
71462,2023-11-20T08:57:47.412+03:00,FATAL,ServiceB,Crashes,9951,User4,192.168.1.82,71ms,71.0,4.0,"[71.0,4.0]",2,14.663279947773933
71540,2023-11-20T08:57:48.393+03:00,INFO,ServiceA,Status Updates,5282,User42,192.168.1.188,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
71547,2023-11-20T08:57:48.491+03:00,INFO,ServiceB,Status Updates,5176,User16,192.168.1.16,71ms,71.0,2.0,"[71.0,2.0]",2,14.47206700666456
71565,2023-11-20T08:57:48.715+03:00,FATAL,ServiceB,Data Corruption,5871,User58,192.168.1.123,10ms,10.0,4.0,"[10.0,4.0]",1,15.777753150837462
71605,2023-11-20T08:57:49.184+03:00,WARNING,ServiceA,Input Validation Warnings,4102,User71,192.168.1.207,71ms,71.0,0.0,"[71.0,0.0]",2,14.555743473419305
71637,2023-11-20T08:57:49.583+03:00,INFO,ServiceB,Status Updates,4189,User91,192.168.1.36,42ms,42.0,2.0,"[42.0,2.0]",2,14.538569956315584
71665,2023-11-20T08:57:49.967+03:00,FATAL,ServiceD,Data Corruption,3364,User66,192.168.1.254,41ms,41.0,4.0,"[41.0,4.0]",1,15.587637934941215
71684,2023-11-20T08:57:50.201+03:00,WARNING,ServiceC,Resource Warnings,2894,User16,192.168.1.45,40ms,40.0,0.0,"[40.0,0.0]",1,14.493880144284795
71714,2023-11-20T08:57:50.608+03:00,WARNING,ServiceD,Input Validation Warnings,2335,User22,192.168.1.36,100ms,100.0,0.0,"[100.0,0.0]",0,14.100108246769237
71757,2023-11-20T08:57:51.207+03:00,ERROR,ServiceA,Database Errors,4411,User85,192.168.1.49,12ms,12.0,3.0,"[12.0,3.0]",1,13.666719417914823
71763,2023-11-20T08:57:51.273+03:00,INFO,ServiceD,Status Updates,7039,User40,192.168.1.197,42ms,42.0,2.0,"[42.0,2.0]",2,14.538569956315584
71778,2023-11-20T08:57:51.481+03:00,WARNING,ServiceD,Resource Warnings,9515,User34,192.168.1.240,41ms,41.0,0.0,"[41.0,0.0]",1,15.488066553615317
71799,2023-11-20T08:57:51.768+03:00,DEBUG,ServiceD,File I/O,5344,User58,192.168.1.52,11ms,11.0,1.0,"[11.0,1.0]",1,14.609053710110219
71852,2023-11-20T08:57:52.466+03:00,INFO,ServiceA,Startup Messages,5340,User82,192.168.1.235,42ms,42.0,2.0,"[42.0,2.0]",2,14.538569956315584
71864,2023-11-20T08:57:52.632+03:00,DEBUG,ServiceA,Trace Information,9458,User35,192.168.1.237,72ms,72.0,1.0,"[72.0,1.0]",0,14.006649610212765
71912,2023-11-20T08:57:53.320+03:00,INFO,ServiceB,Startup Messages,9897,User82,192.168.1.104,10ms,10.0,2.0,"[10.0,2.0]",1,15.60097333751843
71933,2023-11-20T08:57:53.613+03:00,INFO,ServiceC,Startup Messages,4324,User50,192.168.1.251,100ms,100.0,2.0,"[100.0,2.0]",0,14.012196211393347
71975,2023-11-20T08:57:54.173+03:00,WARNING,ServiceB,Resource Warnings,1790,User74,192.168.1.126,10ms,10.0,0.0,"[10.0,0.0]",1,15.679389135650677
72084,2023-11-20T08:57:55.736+03:00,INFO,ServiceB,Status Updates,4057,User14,192.168.1.23,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
72089,2023-11-20T08:57:55.803+03:00,FATAL,ServiceD,Crashes,6787,User92,192.168.1.172,11ms,11.0,4.0,"[11.0,4.0]",1,14.790035105471722
72152,2023-11-20T08:57:56.613+03:00,WARNING,ServiceA,Resource Warnings,4956,User1,192.168.1.39,42ms,42.0,0.0,"[42.0,0.0]",2,14.621865851979422
72192,2023-11-20T08:57:57.128+03:00,INFO,ServiceC,Startup Messages,8869,User85,192.168.1.8,41ms,41.0,2.0,"[41.0,2.0]",1,15.408677132707334
72355,2023-11-20T08:57:59.342+03:00,ERROR,ServiceD,Critical Errors,2978,User82,192.168.1.173,10ms,10.0,3.0,"[10.0,3.0]",1,15.657711575557943
72356,2023-11-20T08:57:59.366+03:00,DEBUG,ServiceA,SQL Queries,7734,User58,192.168.1.68,40ms,40.0,1.0,"[40.0,1.0]",1,14.416869436264353
72403,2023-11-20T08:57:59.999+03:00,WARNING,ServiceB,Resource Warnings,3257,User1,192.168.1.20,100ms,100.0,0.0,"[100.0,0.0]",0,14.100108246769237
72430,2023-11-20T08:58:00.369+03:00,DEBUG,ServiceA,SQL Queries,2899,User97,192.168.1.197,42ms,42.0,1.0,"[42.0,1.0]",2,14.545944063001961
72441,2023-11-20T08:58:00.525+03:00,FATAL,ServiceD,Data Corruption,4955,User76,192.168.1.124,42ms,42.0,4.0,"[42.0,4.0]",2,14.728919571919805
72483,2023-11-20T08:58:01.151+03:00,DEBUG,ServiceD,Algorithm Steps,3284,User74,192.168.1.95,72ms,72.0,1.0,"[72.0,1.0]",0,14.006649610212765
72492,2023-11-20T08:58:01.264+03:00,FATAL,ServiceC,Crashes,3451,User28,192.168.1.126,41ms,41.0,4.0,"[41.0,4.0]",1,15.587637934941215
72511,2023-11-20T08:58:01.533+03:00,ERROR,ServiceD,Critical Errors,6247,User24,192.168.1.85,71ms,71.0,3.0,"[71.0,3.0]",2,14.533624845030541
72516,2023-11-20T08:58:01.591+03:00,WARNING,ServiceD,Input Validation Warnings,4807,User82,192.168.1.99,41ms,41.0,0.0,"[41.0,0.0]",1,15.488066553615317
72533,2023-11-20T08:58:01.805+03:00,DEBUG,ServiceC,Trace Information,2747,User34,192.168.1.215,71ms,71.0,1.0,"[71.0,1.0]",2,14.479474982011219
72543,2023-11-20T08:58:01.929+03:00,INFO,ServiceC,Startup Messages,4235,User21,192.168.1.47,41ms,41.0,2.0,"[41.0,2.0]",1,15.408677132707334
72656,2023-11-20T08:58:03.428+03:00,DEBUG,ServiceA,Algorithm Steps,8619,User63,192.168.1.201,40ms,40.0,1.0,"[40.0,1.0]",1,14.416869436264353
72707,2023-11-20T08:58:04.155+03:00,DEBUG,ServiceD,Algorithm Steps,4541,User99,192.168.1.5,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
72719,2023-11-20T08:58:04.309+03:00,FATAL,ServiceD,Data Corruption,5431,User47,192.168.1.85,10ms,10.0,4.0,"[10.0,4.0]",1,15.777753150837462
72733,2023-11-20T08:58:04.508+03:00,ERROR,ServiceC,Critical Errors,1552,User44,192.168.1.117,40ms,40.0,3.0,"[40.0,3.0]",1,14.470426730165691
72738,2023-11-20T08:58:04.589+03:00,INFO,ServiceD,Status Updates,5676,User17,192.168.1.5,100ms,100.0,2.0,"[100.0,2.0]",0,14.012196211393347
72765,2023-11-20T08:58:04.941+03:00,FATAL,ServiceC,Data Corruption,3454,User79,192.168.1.23,11ms,11.0,4.0,"[11.0,4.0]",1,14.790035105471722
72800,2023-11-20T08:58:05.410+03:00,DEBUG,ServiceA,SQL Queries,9400,User10,192.168.1.130,40ms,40.0,1.0,"[40.0,1.0]",1,14.416869436264353
72829,2023-11-20T08:58:05.810+03:00,INFO,ServiceA,Status Updates,6188,User70,192.168.1.48,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
72886,2023-11-20T08:58:06.628+03:00,WARNING,ServiceD,Resource Warnings,8165,User82,192.168.1.164,42ms,42.0,0.0,"[42.0,0.0]",2,14.621865851979422
72916,2023-11-20T08:58:07.051+03:00,INFO,ServiceA,Status Updates,3949,User74,192.168.1.74,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
72990,2023-11-20T08:58:08.107+03:00,FATAL,ServiceC,Data Corruption,2578,User7,192.168.1.89,10ms,10.0,4.0,"[10.0,4.0]",1,15.777753150837462
73063,2023-11-20T08:58:09.095+03:00,DEBUG,ServiceD,File I/O,6709,User83,192.168.1.177,71ms,71.0,1.0,"[71.0,1.0]",2,14.479474982011219
73088,2023-11-20T08:58:09.360+03:00,FATAL,ServiceA,Crashes,6640,User4,192.168.1.46,11ms,11.0,4.0,"[11.0,4.0]",1,14.790035105471722
73180,2023-11-20T08:58:10.443+03:00,WARNING,ServiceB,Performance Warnings,7864,User79,192.168.1.126,11ms,11.0,0.0,"[11.0,0.0]",1,14.685056608657826
73198,2023-11-20T08:58:10.724+03:00,INFO,ServiceB,Startup Messages,5138,User3,192.168.1.202,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
73213,2023-11-20T08:58:10.921+03:00,ERROR,ServiceA,Database Errors,5564,User74,192.168.1.135,72ms,72.0,3.0,"[72.0,3.0]",0,14.0611103188635
73258,2023-11-20T08:58:11.548+03:00,WARNING,ServiceA,Resource Warnings,7848,User71,192.168.1.70,42ms,42.0,0.0,"[42.0,0.0]",2,14.621865851979422
73287,2023-11-20T08:58:11.949+03:00,DEBUG,ServiceD,Algorithm Steps,4738,User81,192.168.1.206,11ms,11.0,1.0,"[11.0,1.0]",1,14.609053710110219
73308,2023-11-20T08:58:12.204+03:00,WARNING,ServiceB,Input Validation Warnings,4376,User52,192.168.1.103,40ms,40.0,0.0,"[40.0,0.0]",1,14.493880144284795
73437,2023-11-20T08:58:13.863+03:00,FATAL,ServiceD,Crashes,7267,User1,192.168.1.200,40ms,40.0,4.0,"[40.0,4.0]",1,14.600233301509055
73440,2023-11-20T08:58:13.911+03:00,DEBUG,ServiceA,Algorithm Steps,7830,User19,192.168.1.129,72ms,72.0,1.0,"[72.0,1.0]",0,14.006649610212765
73461,2023-11-20T08:58:14.169+03:00,FATAL,ServiceC,Data Corruption,2389,User70,192.168.1.122,40ms,40.0,4.0,"[40.0,4.0]",1,14.600233301509055
73487,2023-11-20T08:58:14.522+03:00,DEBUG,ServiceB,File I/O,4122,User82,192.168.1.227,100ms,100.0,1.0,"[100.0,1.0]",0,14.020604395624247
73515,2023-11-20T08:58:14.912+03:00,ERROR,ServiceC,Database Errors,4980,User98,192.168.1.11,71ms,71.0,3.0,"[71.0,3.0]",2,14.533624845030541
73535,2023-11-20T08:58:15.192+03:00,DEBUG,ServiceC,Algorithm Steps,2742,User2,192.168.1.240,42ms,42.0,1.0,"[42.0,1.0]",2,14.545944063001961
73563,2023-11-20T08:58:15.577+03:00,FATAL,ServiceC,Crashes,1172,User60,192.168.1.154,100ms,100.0,4.0,"[100.0,4.0]",0,14.208104474649751
73591,2023-11-20T08:58:15.967+03:00,ERROR,ServiceB,Database Errors,4813,User97,192.168.1.104,12ms,12.0,3.0,"[12.0,3.0]",1,13.666719417914823
73605,2023-11-20T08:58:16.165+03:00,WARNING,ServiceB,Performance Warnings,8002,User76,192.168.1.206,41ms,41.0,0.0,"[41.0,0.0]",1,15.488066553615317
73625,2023-11-20T08:58:16.448+03:00,DEBUG,ServiceC,File I/O,1571,User69,192.168.1.166,42ms,42.0,1.0,"[42.0,1.0]",2,14.545944063001961
73662,2023-11-20T08:58:16.960+03:00,WARNING,ServiceD,Performance Warnings,2204,User45,192.168.1.193,42ms,42.0,0.0,"[42.0,0.0]",2,14.621865851979422
73678,2023-11-20T08:58:17.175+03:00,ERROR,ServiceA,Critical Errors,8313,User79,192.168.1.88,11ms,11.0,3.0,"[11.0,3.0]",1,14.661909006527276
73699,2023-11-20T08:58:17.479+03:00,WARNING,ServiceA,Resource Warnings,2708,User52,192.168.1.228,100ms,100.0,0.0,"[100.0,0.0]",0,14.100108246769237
73701,2023-11-20T08:58:17.508+03:00,INFO,ServiceD,Startup Messages,6382,User48,192.168.1.43,72ms,72.0,2.0,"[72.0,2.0]",0,13.998233043897415
73738,2023-11-20T08:58:18.016+03:00,DEBUG,ServiceB,Trace Information,2923,User35,192.168.1.162,100ms,100.0,1.0,"[100.0,1.0]",0,14.020604395624247
73826,2023-11-20T08:58:19.230+03:00,WARNING,ServiceC,Resource Warnings,9731,User95,192.168.1.50,42ms,42.0,0.0,"[42.0,0.0]",2,14.621865851979422
73839,2023-11-20T08:58:19.373+03:00,WARNING,ServiceA,Resource Warnings,9437,User46,192.168.1.232,100ms,100.0,0.0,"[100.0,0.0]",0,14.100108246769237
73913,2023-11-20T08:58:20.345+03:00,ERROR,ServiceB,Critical Errors,2782,User100,192.168.1.197,42ms,42.0,3.0,"[42.0,3.0]",2,14.599847398701884
73919,2023-11-20T08:58:20.428+03:00,INFO,ServiceA,Startup Messages,5625,User18,192.168.1.225,72ms,72.0,2.0,"[72.0,2.0]",0,13.998233043897415
73941,2023-11-20T08:58:20.751+03:00,DEBUG,ServiceD,Algorithm Steps,4034,User77,192.168.1.163,40ms,40.0,1.0,"[40.0,1.0]",1,14.416869436264353
73955,2023-11-20T08:58:20.945+03:00,DEBUG,ServiceC,Algorithm Steps,2017,User17,192.168.1.10,11ms,11.0,1.0,"[11.0,1.0]",1,14.609053710110219
73968,2023-11-20T08:58:21.113+03:00,WARNING,ServiceB,Resource Warnings,5889,User76,192.168.1.30,40ms,40.0,0.0,"[40.0,0.0]",1,14.493880144284795
73979,2023-11-20T08:58:21.280+03:00,WARNING,ServiceB,Input Validation Warnings,2606,User75,192.168.1.177,11ms,11.0,0.0,"[11.0,0.0]",1,14.685056608657826
74031,2023-11-20T08:58:21.945+03:00,DEBUG,ServiceA,File I/O,3669,User45,192.168.1.115,71ms,71.0,1.0,"[71.0,1.0]",2,14.479474982011219
74089,2023-11-20T08:58:22.739+03:00,INFO,ServiceC,Status Updates,2251,User63,192.168.1.184,42ms,42.0,2.0,"[42.0,2.0]",2,14.538569956315584
74123,2023-11-20T08:58:23.130+03:00,DEBUG,ServiceC,SQL Queries,6577,User17,192.168.1.230,42ms,42.0,1.0,"[42.0,1.0]",2,14.545944063001961
74144,2023-11-20T08:58:23.352+03:00,WARNING,ServiceB,Input Validation Warnings,2803,User13,192.168.1.56,42ms,42.0,0.0,"[42.0,0.0]",2,14.621865851979422
74157,2023-11-20T08:58:23.494+03:00,ERROR,ServiceC,Critical Errors,8860,User77,192.168.1.251,41ms,41.0,3.0,"[41.0,3.0]",1,15.466120835083961
74200,2023-11-20T08:58:24.093+03:00,WARNING,ServiceD,Resource Warnings,7240,User82,192.168.1.248,12ms,12.0,0.0,"[12.0,0.0]",1,13.691549639533479
74207,2023-11-20T08:58:24.206+03:00,INFO,ServiceB,Status Updates,6620,User74,192.168.1.74,11ms,11.0,2.0,"[11.0,2.0]",1,14.601301757387434
74250,2023-11-20T08:58:24.812+03:00,WARNING,ServiceA,Resource Warnings,5067,User28,192.168.1.178,10ms,10.0,0.0,"[10.0,0.0]",1,15.679389135650677
74274,2023-11-20T08:58:25.154+03:00,INFO,ServiceB,Status Updates,4700,User86,192.168.1.103,42ms,42.0,2.0,"[42.0,2.0]",2,14.538569956315584
74289,2023-11-20T08:58:25.352+03:00,DEBUG,ServiceA,File I/O,4945,User86,192.168.1.136,11ms,11.0,1.0,"[11.0,1.0]",1,14.609053710110219
74296,2023-11-20T08:58:25.450+03:00,INFO,ServiceB,Startup Messages,6919,User7,192.168.1.71,11ms,11.0,2.0,"[11.0,2.0]",1,14.601301757387434
74332,2023-11-20T08:58:25.949+03:00,DEBUG,ServiceA,File I/O,2086,User20,192.168.1.42,71ms,71.0,1.0,"[71.0,1.0]",2,14.479474982011219
74347,2023-11-20T08:58:26.156+03:00,WARNING,ServiceC,Resource Warnings,5571,User56,192.168.1.51,72ms,72.0,0.0,"[72.0,0.0]",0,14.086232223532498
74486,2023-11-20T08:58:28.096+03:00,DEBUG,ServiceA,Trace Information,7503,User22,192.168.1.155,40ms,40.0,1.0,"[40.0,1.0]",1,14.416869436264353
74503,2023-11-20T08:58:28.350+03:00,INFO,ServiceA,Status Updates,2196,User98,192.168.1.7,72ms,72.0,2.0,"[72.0,2.0]",0,13.998233043897415
74558,2023-11-20T08:58:29.072+03:00,WARNING,ServiceB,Resource Warnings,7548,User83,192.168.1.119,11ms,11.0,0.0,"[11.0,0.0]",1,14.685056608657826
74577,2023-11-20T08:58:29.367+03:00,WARNING,ServiceB,Performance Warnings,8526,User90,192.168.1.167,11ms,11.0,0.0,"[11.0,0.0]",1,14.685056608657826
74678,2023-11-20T08:58:30.864+03:00,WARNING,ServiceB,Input Validation Warnings,1990,User17,192.168.1.234,10ms,10.0,0.0,"[10.0,0.0]",1,15.679389135650677
74717,2023-11-20T08:58:31.430+03:00,FATAL,ServiceB,Data Corruption,2321,User33,192.168.1.41,72ms,72.0,4.0,"[72.0,4.0]",0,14.194334026196428
74743,2023-11-20T08:58:31.808+03:00,ERROR,ServiceB,Critical Errors,4519,User7,192.168.1.88,11ms,11.0,3.0,"[11.0,3.0]",1,14.661909006527276
74821,2023-11-20T08:58:32.932+03:00,INFO,ServiceD,Startup Messages,8209,User1,192.168.1.54,42ms,42.0,2.0,"[42.0,2.0]",2,14.538569956315584
74826,2023-11-20T08:58:33.011+03:00,DEBUG,ServiceA,Trace Information,8969,User40,192.168.1.78,100ms,100.0,1.0,"[100.0,1.0]",0,14.020604395624247
74879,2023-11-20T08:58:33.718+03:00,WARNING,ServiceC,Performance Warnings,5224,User80,192.168.1.203,11ms,11.0,0.0,"[11.0,0.0]",1,14.685056608657826
74892,2023-11-20T08:58:33.884+03:00,DEBUG,ServiceA,SQL Queries,1241,User7,192.168.1.85,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
74905,2023-11-20T08:58:34.092+03:00,DEBUG,ServiceC,Trace Information,6299,User71,192.168.1.180,11ms,11.0,1.0,"[11.0,1.0]",1,14.609053710110219
74989,2023-11-20T08:58:35.181+03:00,FATAL,ServiceA,Data Corruption,5113,User100,192.168.1.196,12ms,12.0,4.0,"[12.0,4.0]",1,13.804085712332068
75009,2023-11-20T08:58:35.483+03:00,FATAL,ServiceC,Data Corruption,9054,User57,192.168.1.157,72ms,72.0,4.0,"[72.0,4.0]",0,14.194334026196428
75080,2023-11-20T08:58:36.473+03:00,INFO,ServiceA,Startup Messages,4829,User24,192.168.1.209,41ms,41.0,2.0,"[41.0,2.0]",1,15.408677132707334
75144,2023-11-20T08:58:37.380+03:00,DEBUG,ServiceD,File I/O,5661,User99,192.168.1.191,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
75176,2023-11-20T08:58:37.830+03:00,FATAL,ServiceC,Crashes,2582,User80,192.168.1.135,41ms,41.0,4.0,"[41.0,4.0]",1,15.587637934941215
75254,2023-11-20T08:58:38.998+03:00,FATAL,ServiceC,Data Corruption,2091,User38,192.168.1.112,40ms,40.0,4.0,"[40.0,4.0]",1,14.600233301509055
75255,2023-11-20T08:58:39.012+03:00,DEBUG,ServiceB,SQL Queries,8212,User77,192.168.1.218,41ms,41.0,1.0,"[41.0,1.0]",1,15.416023101780098
75357,2023-11-20T08:58:40.461+03:00,WARNING,ServiceC,Resource Warnings,3858,User4,192.168.1.177,41ms,41.0,0.0,"[41.0,0.0]",1,15.488066553615317
75384,2023-11-20T08:58:40.822+03:00,WARNING,ServiceB,Input Validation Warnings,3334,User99,192.168.1.167,40ms,40.0,0.0,"[40.0,0.0]",1,14.493880144284795
75396,2023-11-20T08:58:40.989+03:00,FATAL,ServiceA,Data Corruption,7758,User49,192.168.1.220,43ms,43.0,4.0,"[43.0,4.0]",2,13.743163551878908
75412,2023-11-20T08:58:41.221+03:00,DEBUG,ServiceC,Trace Information,1611,User64,192.168.1.118,40ms,40.0,1.0,"[40.0,1.0]",1,14.416869436264353
75420,2023-11-20T08:58:41.343+03:00,INFO,ServiceA,Status Updates,6039,User22,192.168.1.232,41ms,41.0,2.0,"[41.0,2.0]",1,15.408677132707334
75518,2023-11-20T08:58:42.741+03:00,FATAL,ServiceD,Crashes,5163,User53,192.168.1.86,41ms,41.0,4.0,"[41.0,4.0]",1,15.587637934941215
75528,2023-11-20T08:58:42.884+03:00,DEBUG,ServiceB,Trace Information,5733,User51,192.168.1.243,100ms,100.0,1.0,"[100.0,1.0]",0,14.020604395624247
75546,2023-11-20T08:58:43.107+03:00,ERROR,ServiceA,Critical Errors,2094,User81,192.168.1.233,42ms,42.0,3.0,"[42.0,3.0]",2,14.599847398701884
75556,2023-11-20T08:58:43.249+03:00,DEBUG,ServiceB,SQL Queries,5221,User9,192.168.1.245,40ms,40.0,1.0,"[40.0,1.0]",1,14.416869436264353
75573,2023-11-20T08:58:43.490+03:00,DEBUG,ServiceD,Algorithm Steps,6387,User6,192.168.1.71,100ms,100.0,1.0,"[100.0,1.0]",0,14.020604395624247
75653,2023-11-20T08:58:44.569+03:00,WARNING,ServiceD,Performance Warnings,4991,User35,192.168.1.79,40ms,40.0,0.0,"[40.0,0.0]",1,14.493880144284795
75682,2023-11-20T08:58:44.949+03:00,INFO,ServiceC,Startup Messages,4674,User99,192.168.1.226,10ms,10.0,2.0,"[10.0,2.0]",1,15.60097333751843
75697,2023-11-20T08:58:45.140+03:00,INFO,ServiceC,Status Updates,9807,User72,192.168.1.6,72ms,72.0,2.0,"[72.0,2.0]",0,13.998233043897415
75727,2023-11-20T08:58:45.531+03:00,ERROR,ServiceD,Critical Errors,5999,User91,192.168.1.72,10ms,10.0,3.0,"[10.0,3.0]",1,15.657711575557943
75803,2023-11-20T08:58:46.563+03:00,ERROR,ServiceB,Critical Errors,9795,User12,192.168.1.186,41ms,41.0,3.0,"[41.0,3.0]",1,15.466120835083961
75821,2023-11-20T08:58:46.739+03:00,WARNING,ServiceD,Input Validation Warnings,3243,User58,192.168.1.157,71ms,71.0,0.0,"[71.0,0.0]",2,14.555743473419305
75871,2023-11-20T08:58:47.412+03:00,WARNING,ServiceA,Resource Warnings,1376,User49,192.168.1.31,41ms,41.0,0.0,"[41.0,0.0]",1,15.488066553615317
75892,2023-11-20T08:58:47.739+03:00,ERROR,ServiceA,Critical Errors,9423,User37,192.168.1.22,100ms,100.0,3.0,"[100.0,3.0]",0,14.075011108861483
75926,2023-11-20T08:58:48.193+03:00,INFO,ServiceB,Status Updates,9427,User33,192.168.1.217,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
75931,2023-11-20T08:58:48.262+03:00,FATAL,ServiceC,Data Corruption,5416,User2,192.168.1.13,42ms,42.0,4.0,"[42.0,4.0]",2,14.728919571919805
75962,2023-11-20T08:58:48.728+03:00,DEBUG,ServiceB,Trace Information,1659,User24,192.168.1.61,71ms,71.0,1.0,"[71.0,1.0]",2,14.479474982011219
76008,2023-11-20T08:58:49.252+03:00,FATAL,ServiceC,Data Corruption,7783,User30,192.168.1.29,10ms,10.0,4.0,"[10.0,4.0]",1,15.777753150837462
76031,2023-11-20T08:58:49.545+03:00,DEBUG,ServiceB,File I/O,2435,User51,192.168.1.159,71ms,71.0,1.0,"[71.0,1.0]",2,14.479474982011219
76086,2023-11-20T08:58:50.285+03:00,INFO,ServiceA,Startup Messages,8920,User84,192.168.1.183,41ms,41.0,2.0,"[41.0,2.0]",1,15.408677132707334
76087,2023-11-20T08:58:50.294+03:00,WARNING,ServiceC,Resource Warnings,8947,User95,192.168.1.3,41ms,41.0,0.0,"[41.0,0.0]",1,15.488066553615317
76108,2023-11-20T08:58:50.551+03:00,INFO,ServiceD,Startup Messages,9702,User30,192.168.1.202,71ms,71.0,2.0,"[71.0,2.0]",2,14.47206700666456
76117,2023-11-20T08:58:50.642+03:00,FATAL,ServiceB,Data Corruption,9562,User62,192.168.1.156,12ms,12.0,4.0,"[12.0,4.0]",1,13.804085712332068
76172,2023-11-20T08:58:51.344+03:00,WARNING,ServiceA,Resource Warnings,4102,User18,192.168.1.54,10ms,10.0,0.0,"[10.0,0.0]",1,15.679389135650677
76262,2023-11-20T08:58:52.571+03:00,ERROR,ServiceB,Critical Errors,4072,User92,192.168.1.38,12ms,12.0,3.0,"[12.0,3.0]",1,13.666719417914823
76272,2023-11-20T08:58:52.708+03:00,FATAL,ServiceB,Crashes,5867,User33,192.168.1.56,72ms,72.0,4.0,"[72.0,4.0]",0,14.194334026196428
76325,2023-11-20T08:58:53.359+03:00,ERROR,ServiceD,Database Errors,8000,User38,192.168.1.189,11ms,11.0,3.0,"[11.0,3.0]",1,14.661909006527276
76407,2023-11-20T08:58:54.406+03:00,INFO,ServiceD,Startup Messages,3306,User4,192.168.1.212,10ms,10.0,2.0,"[10.0,2.0]",1,15.60097333751843
